StandardTemperature,Humidity,Wind,Weekend,Fall,Spring,Summer,Winter,Ticket1,Ticket2
0.5097162112,27.28824,0.28062790036,0,0,1,0,0,50,221
0.494678,35.08488,0.32495840084,0,0,1,0,0,68,322
0.5246554868,85.76304,0.0,0,1,0,0,0,3,7
0.5246554868,66.27144,0.35444609982,0,0,1,0,0,38,259
0.4347230264,42.88152,0.1919668994,1,0,0,0,1,150,297
0.2398198944,37.03404,0.25104124937,1,0,0,0,1,36,79
0.1199099472,48.729,0.28062790036,1,0,0,0,1,2,8
0.2548581056,77.9664,0.08866100096,0,0,0,0,1,2,63
0.2248806188,53.6019,0.13289254943,1,0,1,0,0,18,38
0.344790566,93.55968,0.10340485045,0,0,1,0,0,2,28
0.5246554868,85.76304,0.10340485045,0,0,1,0,0,2,6
0.3897073284,91.61052,0.08866100096,1,0,1,0,0,18,39
0.299774868,43.8561,0.16247920042,0,0,0,0,1,6,108
0.5246554868,21.44076,0.08866100096,0,0,1,0,0,23,359
0.7045204076,72.11892,0.32495840084,1,0,0,1,0,62,93
0.4047455396,38.9832,0.0,1,0,1,0,0,1,8
0.449662302,61.39854,0.0,0,0,0,0,1,24,137
0.644565434,29.2374,0.35444609982,0,0,1,0,0,57,386
0.6145879472,44.83068,0.22155355039,0,0,0,1,0,21,115
0.494678,80.89014,0.08866100096,0,0,1,0,0,5,23
0.6296261584,63.3477,0.16247920042,0,0,0,1,0,3,9
0.4347230264,97.458,0.1919668994,0,0,0,0,1,2,25
0.689581132,64.32228,0.25104124937,1,0,0,1,0,302,270
0.449662302,91.61052,0.1919668994,0,0,1,0,0,1,2
0.4796397888,75.04266,0.0,1,1,0,0,0,67,120
0.689581132,28.26282,0.25104124937,1,0,0,1,0,197,336
0.5696711848,80.89014,0.13289254943,0,0,0,1,0,2,4
0.1199099472,57.50022,0.25104124937,0,0,0,0,1,3,169
0.3597298416,78.94098,0.08866100096,0,1,0,0,0,2,6
0.4347230264,65.29686,0.28062790036,0,0,1,0,0,20,90
0.2398198944,83.81388,0.0,0,0,0,0,1,3,50
0.5846104604,71.14434,0.16247920042,0,0,0,1,0,7,15
0.5846104604,91.61052,0.29537174985,0,1,0,0,0,21,41
0.3297523548,78.94098,0.13289254943,1,0,0,0,1,37,181
0.8094910792,30.21198,0.16247920042,0,0,0,1,0,58,188
0.6145879472,35.08488,0.1919668994,1,0,1,0,0,234,344
0.5696711848,80.89014,0.25104124937,0,0,0,1,0,35,155
0.689581132,44.83068,0.25104124937,0,0,0,1,0,57,240
0.689581132,64.32228,0.22155355039,1,0,0,1,0,15,57
0.4647005132,53.6019,0.22155355039,1,0,1,0,0,284,279
0.4796397888,70.16976,0.08866100096,1,0,1,0,0,147,274
0.5246554868,62.37312,0.13289254943,0,1,0,0,0,22,85
0.5246554868,62.37312,0.1919668994,0,0,1,0,0,17,107
0.2248806188,57.50022,0.0,1,0,0,0,1,1,6
0.2697973812,40.93236,0.45785095027,0,0,0,0,1,7,125
0.5097162112,75.04266,0.0,0,1,0,0,0,5,108
0.2248806188,97.458,0.13289254943,1,0,0,0,1,9,64
0.7344978944,41.90694,0.13289254943,1,0,0,1,0,42,111
0.5097162112,80.89014,0.10340485045,1,1,0,0,0,54,121
0.5246554868,91.61052,0.0,0,1,0,0,0,30,178
0.449662302,57.50022,0.0,0,1,0,0,0,21,281
0.5846104604,76.01724,0.10340485045,0,0,1,0,0,28,145
0.644565434,56.52564,0.13289254943,1,1,0,0,0,102,215
0.7045204076,47.75442,0.22155355039,0,0,0,1,0,46,223
0.6145879472,34.1103,0.44310710078,0,0,1,0,0,78,256
0.6596036452,49.70358,0.22155355039,0,0,1,0,0,34,143
0.449662302,61.39854,0.0,0,0,0,0,1,31,227
0.689581132,53.6019,0.22155355039,1,0,0,1,0,55,89
0.7344978944,47.75442,0.28062790036,0,0,0,1,0,89,338
0.4796397888,40.93236,0.35444609982,1,0,1,0,0,121,202
0.2548581056,68.2206,0.08866100096,1,0,0,0,1,1,7
0.7495361056,42.88152,0.29537174985,0,0,0,1,0,71,493
0.299774868,55.55106,0.22155355039,0,0,0,0,1,2,23
0.2548581056,68.2206,0.08866100096,0,0,0,0,1,2,32
0.2098424076,36.05946,0.08866100096,1,0,0,0,1,3,59
0.8094910792,69.19518,0.16247920042,0,0,0,1,0,41,74
0.7045204076,56.52564,0.0,0,0,0,1,0,70,169
0.5696711848,80.89014,0.41352044979,0,0,1,0,0,5,6
0.6745429208,56.52564,0.22155355039,0,0,0,1,0,14,103
0.449662302,53.6019,0.0,0,0,1,0,0,40,115
0.7644753812,38.00862,0.22155355039,0,0,0,1,0,82,327
0.7795135924,26.31366,0.13289254943,0,0,0,1,0,64,494
0.3297523548,69.19518,0.1919668994,0,0,0,0,1,4,98
0.5996486716,67.24602,0.28062790036,0,0,1,0,0,60,400
0.5846104604,67.24602,0.0,0,1,0,0,0,41,196
0.7045204076,56.52564,0.22155355039,1,0,0,1,0,215,333
0.194903132,45.80526,0.13289254943,1,0,0,0,1,15,48
0.4647005132,70.16976,0.1919668994,0,0,1,0,0,13,86
0.344790566,90.63594,0.0,0,1,0,0,0,1,3
0.6296261584,80.89014,0.08866100096,0,1,0,0,0,36,171
0.299774868,30.21198,0.16247920042,0,0,1,0,0,35,142
0.149887434,57.50022,0.16247920042,0,0,0,0,1,3,23
0.7195586188,64.32228,0.1919668994,1,1,0,0,0,188,170
0.2697973812,84.78846,0.13289254943,1,0,1,0,0,3,21
0.5696711848,76.01724,0.25104124937,0,0,1,0,0,46,182
0.6596036452,76.99182,0.1919668994,0,0,0,1,0,67,176
0.344790566,69.19518,0.10340485045,0,0,1,0,0,4,101
0.2548581056,78.94098,0.10340485045,1,0,0,0,1,27,158
0.4196848152,91.61052,0.16247920042,0,0,1,0,0,3,63
0.449662302,37.03404,0.38403275081,1,0,1,0,0,168,188
0.539693698,85.76304,0.1919668994,0,1,0,0,0,28,86
0.4347230264,60.42396,0.16247920042,0,0,1,0,0,38,167
0.644565434,34.1103,0.10340485045,0,1,0,0,0,60,171
0.3148130792,47.75442,0.16247920042,1,0,0,0,1,8,39
0.6145879472,38.00862,0.16247920042,1,0,0,1,0,214,354
0.644565434,46.77984,0.1919668994,1,0,0,1,0,75,196
0.449662302,91.61052,0.0,0,1,0,0,0,6,27
0.6145879472,39.95778,0.1919668994,0,0,1,0,0,92,393
0.4647005132,46.77984,0.16247920042,1,0,0,0,1,37,76
0.2248806188,58.4748,0.22155355039,1,0,0,0,1,13,36
0.4347230264,79.91556,0.0,1,0,1,0,0,3,5
0.449662302,22.41534,0.38403275081,1,0,1,0,0,321,271
0.1798649208,31.18656,0.35444609982,1,0,0,0,1,26,164
0.3297523548,51.65274,0.13289254943,0,0,1,0,0,2,5
0.6745429208,53.6019,0.10340485045,1,0,0,1,0,54,126
0.5246554868,54.57648,0.28062790036,0,1,0,0,0,30,461
0.794452868,64.32228,0.22155355039,0,0,0,1,0,70,144
0.689581132,64.32228,0.16247920042,0,0,0,1,0,33,60
0.5246554868,71.14434,0.13289254943,0,1,0,0,0,4,100
0.5996486716,58.4748,0.25104124937,1,0,1,0,0,129,223
0.4196848152,65.29686,0.48733864925,0,1,0,0,0,12,172
0.4196848152,45.80526,0.25104124937,1,0,1,0,0,37,87
0.6296261584,76.99182,0.08866100096,0,0,0,1,0,3,5
0.2248806188,39.95778,0.1919668994,1,0,0,0,1,22,123
0.6745429208,60.42396,0.13289254943,0,1,0,0,0,53,158
0.644565434,56.52564,0.1919668994,0,0,0,1,0,29,197
0.299774868,54.57648,0.0,0,0,1,0,0,9,56
0.644565434,49.70358,0.22155355039,0,0,0,1,0,34,179
0.2548581056,84.78846,0.10340485045,0,0,0,0,1,4,159
0.1199099472,41.90694,0.54641299922,1,0,0,0,1,2,63
0.6596036452,81.86472,0.22155355039,1,0,0,1,0,70,201
0.8244303548,38.00862,0.32495840084,0,0,0,1,0,97,512
0.2848355924,73.0935,0.22155355039,0,0,0,0,1,17,90
0.5996486716,71.14434,0.08866100096,0,1,0,0,0,29,122
0.4047455396,69.19518,0.28062790036,0,1,0,0,0,4,8
0.1199099472,44.83068,0.29537174985,1,0,0,0,1,6,11
0.3297523548,68.2206,0.13289254943,0,0,0,0,1,3,6
0.3597298416,74.06808,0.10340485045,0,1,0,0,0,1,5
0.3897073284,38.9832,0.32495840084,0,0,0,0,1,74,81
0.5996486716,80.89014,0.25104124937,0,0,0,1,0,47,159
0.3148130792,84.78846,0.22155355039,0,0,0,0,1,1,10
0.4047455396,60.42396,0.28062790036,1,0,0,0,1,2,28
0.6596036452,72.11892,0.22155355039,0,1,0,0,0,32,67
0.6145879472,48.729,0.28062790036,0,0,1,0,0,26,67
0.5546329736,91.61052,0.28062790036,0,1,0,0,0,6,152
0.2098424076,57.50022,0.16247920042,1,0,0,0,1,2,12
0.6596036452,76.99182,0.10340485045,0,1,0,0,0,8,31
0.3897073284,74.06808,0.38403275081,0,0,1,0,0,18,46
0.5996486716,71.14434,0.16247920042,1,0,0,1,0,12,26
0.6745429208,30.21198,0.08866100096,0,0,0,1,0,95,224
0.644565434,68.2206,0.29537174985,0,0,0,1,0,31,105
0.6296261584,59.44938,0.13289254943,0,1,0,0,0,47,93
0.5097162112,58.4748,0.13289254943,0,1,0,0,0,37,156
0.3297523548,90.63594,0.13289254943,0,0,0,0,1,1,4
0.839468566,34.1103,0.35444609982,0,0,0,1,0,43,153
0.1798649208,42.88152,0.32495840084,1,0,0,0,1,8,96
0.2098424076,63.3477,0.28062790036,1,0,0,0,1,6,17
0.7045204076,35.08488,0.1919668994,0,0,0,1,0,70,371
0.8694460528,38.9832,0.1919668994,0,0,0,1,0,26,94
0.6745429208,68.2206,0.13289254943,0,0,0,1,0,2,5
0.4647005132,79.91556,0.41352044979,0,0,0,0,1,7,84
0.6745429208,56.52564,0.28062790036,0,0,0,1,0,63,117
0.6145879472,41.90694,0.1919668994,0,0,1,0,0,65,113
0.644565434,52.62732,0.16247920042,0,0,0,1,0,34,319
0.689581132,53.6019,0.0,0,0,0,1,0,2,12
0.689581132,64.32228,0.1919668994,0,0,0,1,0,5,32
0.2098424076,46.77984,0.44310710078,0,0,1,0,0,20,42
0.8994235396,35.08488,0.16247920042,1,0,0,1,0,78,236
0.344790566,69.19518,0.16247920042,0,0,0,0,1,8,20
0.2548581056,73.0935,0.10340485045,0,0,1,0,0,1,3
0.449662302,61.39854,0.41352044979,0,0,0,0,1,12,298
0.6145879472,41.90694,0.35444609982,1,0,0,1,0,251,419
0.4347230264,85.76304,0.08866100096,1,0,1,0,0,105,218
0.2848355924,68.2206,0.0,0,0,0,0,1,3,11
0.5846104604,67.24602,0.13289254943,0,0,1,0,0,79,488
0.2848355924,73.0935,0.28062790036,0,1,0,0,0,5,33
0.5246554868,91.61052,0.1919668994,0,0,1,0,0,6,15
0.6596036452,46.77984,0.08866100096,0,0,0,1,0,32,179
0.6145879472,39.95778,0.28062790036,0,0,1,0,0,58,119
0.2697973812,54.57648,0.16247920042,1,0,1,0,0,8,31
0.494678,53.6019,0.28062790036,0,0,1,0,0,10,82
0.7495361056,53.6019,0.22155355039,0,0,0,1,0,49,287
0.539693698,78.94098,0.13289254943,0,0,1,0,0,40,146
0.5246554868,71.14434,0.10340485045,0,0,0,1,0,1,8
0.539693698,85.76304,0.0,0,1,0,0,0,3,10
0.344790566,44.83068,0.1919668994,0,1,0,0,0,34,153
0.6145879472,63.3477,0.13289254943,0,1,0,0,0,21,141
0.149887434,83.81388,0.16247920042,0,0,0,0,1,1,84
0.2848355924,34.1103,0.0,0,0,0,0,1,7,79
0.6596036452,76.99182,0.13289254943,0,0,0,1,0,46,329
0.5846104604,19.4916,0.29537174985,0,0,1,0,0,69,665
0.344790566,84.78846,0.0,0,0,0,0,1,1,9
0.2848355924,54.57648,0.25104124937,1,0,0,0,1,11,66
0.4647005132,61.39854,0.22155355039,0,0,1,0,0,1,4
0.2848355924,54.57648,0.25104124937,1,0,1,0,0,10,50
0.3297523548,47.75442,0.1919668994,1,0,1,0,0,11,19
0.689581132,68.2206,0.1919668994,1,1,0,0,0,179,151
0.5097162112,47.75442,0.32495840084,0,0,1,0,0,31,98
0.5097162112,47.75442,0.13289254943,0,0,1,0,0,30,138
0.689581132,72.11892,0.0,0,0,0,1,0,71,248
0.2098424076,90.63594,0.10340485045,0,0,0,0,1,1,32
0.5696711848,86.73762,0.1919668994,0,1,0,0,0,24,143
0.344790566,44.83068,0.16247920042,1,1,0,0,0,138,236
0.299774868,47.75442,0.41352044979,1,0,1,0,0,8,34
0.2548581056,58.4748,0.16247920042,1,0,0,0,1,1,9
0.3297523548,38.9832,0.29537174985,0,0,0,0,1,1,3
0.6145879472,72.11892,0.10340485045,0,1,0,0,0,52,142
0.6296261584,72.11892,0.25104124937,1,0,0,1,0,96,181
0.6145879472,59.44938,0.1919668994,1,0,1,0,0,108,194
0.344790566,69.19518,0.22155355039,0,1,0,0,0,20,193
0.4347230264,42.88152,0.22155355039,0,0,1,0,0,40,112
0.4196848152,42.88152,0.1919668994,0,0,1,0,0,18,107
0.6145879472,37.03404,0.48733864925,0,0,0,1,0,72,169
0.4047455396,36.05946,0.38403275081,0,0,1,0,0,22,49
0.449662302,49.70358,0.45785095027,0,0,1,0,0,5,4
0.4647005132,65.29686,0.60548734919,0,1,0,0,0,23,223
0.4196848152,79.91556,0.16247920042,0,0,1,0,0,1,2
0.4347230264,32.16114,0.29537174985,0,0,1,0,0,52,257
0.4047455396,64.32228,0.08866100096,0,1,0,0,0,19,155
0.3148130792,64.32228,0.16247920042,1,0,0,0,1,2,4
0.6145879472,42.88152,0.08866100096,1,1,0,0,0,213,244
0.6296261584,67.24602,0.29537174985,0,0,0,1,0,17,55
0.4047455396,48.729,0.35444609982,0,0,1,0,0,3,84
0.6296261584,72.11892,0.1919668994,0,0,0,1,0,34,142
0.6596036452,81.86472,0.0,0,0,0,1,0,2,7
0.6145879472,45.80526,0.13289254943,0,0,1,0,0,118,329
0.299774868,54.57648,0.0,0,0,0,0,1,1,7
0.2848355924,78.94098,0.38403275081,0,0,1,0,0,1,46
0.299774868,44.83068,0.29537174985,0,0,1,0,0,10,279
0.4347230264,34.1103,0.16247920042,0,0,1,0,0,7,61
0.7045204076,56.52564,0.10340485045,0,0,0,1,0,19,72
0.3148130792,38.00862,0.1919668994,0,1,0,0,0,13,98
0.194903132,67.24602,0.22155355039,0,0,0,0,1,1,2
0.4047455396,52.62732,0.28062790036,1,1,0,0,0,39,98
0.1199099472,48.729,0.22155355039,0,0,0,0,1,1,7
0.2697973812,40.93236,0.32495840084,1,0,1,0,0,1,3
0.539693698,91.61052,0.25104124937,0,1,0,0,0,2,2
0.4347230264,52.62732,0.1919668994,0,0,1,0,0,2,4
0.1649256452,33.13572,0.44310710078,1,0,0,0,1,14,80
0.644565434,56.52564,0.38403275081,0,0,0,1,0,29,84
0.3897073284,40.93236,0.22155355039,0,1,0,0,0,44,186
0.3297523548,41.90694,0.28062790036,0,0,0,0,1,29,70
0.6596036452,72.11892,0.29537174985,0,1,0,0,0,24,462
0.2697973812,84.78846,0.0,0,0,0,0,1,6,148
0.5097162112,75.04266,0.16247920042,0,0,1,0,0,50,566
0.6745429208,53.6019,0.0,0,0,0,1,0,77,127
0.5246554868,36.05946,0.1919668994,0,1,0,0,0,53,234
0.299774868,47.75442,0.32495840084,0,1,0,0,0,18,73
0.539693698,85.76304,0.25104124937,1,0,0,1,0,4,13
0.5097162112,40.93236,0.0,0,1,0,0,0,56,169
0.839468566,40.93236,0.28062790036,0,0,0,1,0,38,70
0.299774868,74.06808,0.29537174985,0,0,1,0,0,19,177
0.689581132,26.31366,0.13289254943,0,0,0,1,0,105,788
0.5546329736,80.89014,0.08866100096,0,1,0,0,0,2,9
0.5546329736,85.76304,0.16247920042,1,0,0,1,0,18,50
0.5696711848,86.73762,0.10340485045,1,0,0,1,0,6,23
0.149887434,56.52564,0.10340485045,0,0,0,0,1,3,7
0.4047455396,91.61052,0.32495840084,0,0,1,0,0,2,3
0.2548581056,54.57648,0.29537174985,0,0,0,0,1,1,5
0.2697973812,73.0935,0.10340485045,1,0,0,0,1,3,8
0.3897073284,0.0,0.22155355039,0,0,1,0,0,2,37
0.5097162112,80.89014,0.1919668994,0,0,1,0,0,26,148
0.3148130792,30.21198,0.28062790036,1,0,0,0,1,31,91
0.4796397888,85.76304,0.25104124937,0,0,0,0,1,4,103
0.6745429208,60.42396,0.22155355039,0,0,0,1,0,39,193
0.3747680528,64.32228,0.0,1,0,0,0,1,5,28
0.3897073284,41.90694,0.51692530024,0,0,0,0,1,17,312
0.8094910792,42.88152,0.1919668994,0,0,0,1,0,49,111
0.6145879472,53.6019,0.16247920042,0,0,1,0,0,60,455
0.6145879472,51.65274,0.16247920042,1,0,0,1,0,147,245
0.5996486716,80.89014,0.22155355039,0,0,0,1,0,22,248
0.6296261584,45.80526,0.1919668994,0,0,0,1,0,33,98
0.0299774868,39.95778,0.28062790036,1,0,0,0,1,2,7
0.2098424076,62.37312,0.13289254943,0,0,0,0,1,16,156
0.2848355924,43.8561,0.28062790036,0,0,1,0,0,18,59
0.4347230264,79.91556,0.28062790036,1,0,0,0,1,16,53
0.2098424076,42.88152,0.32495840084,1,0,1,0,0,6,38
0.689581132,53.6019,0.25104124937,0,0,0,1,0,33,282
0.839468566,40.93236,0.29537174985,1,0,0,1,0,162,210
0.1349481584,62.37312,0.28062790036,0,0,0,0,1,2,72
0.6596036452,76.99182,0.45785095027,1,1,0,0,0,52,155
0.4196848152,65.29686,0.22155355039,1,0,1,0,0,188,259
0.4047455396,60.42396,0.22155355039,0,1,0,0,0,8,20
0.689581132,32.16114,0.44310710078,0,0,1,0,0,82,195
0.6296261584,23.38992,0.29537174985,0,0,0,1,0,77,489
0.5846104604,76.01724,0.1919668994,0,1,0,0,0,18,322
0.4796397888,28.26282,0.28062790036,0,0,1,0,0,129,602
0.4047455396,79.91556,0.35444609982,1,1,0,0,0,18,113
0.539693698,76.01724,0.08866100096,0,0,1,0,0,12,119
0.6296261584,67.24602,0.0,0,0,0,1,0,17,66
0.5846104604,86.73762,0.16247920042,1,0,0,1,0,49,88
0.194903132,38.9832,0.22155355039,0,0,0,0,1,20,49
0.6745429208,46.77984,0.41352044979,0,0,0,1,0,78,128
0.7045204076,56.52564,0.51692530024,0,0,0,1,0,86,443
0.2398198944,83.81388,0.0,0,0,0,0,1,1,21
0.4047455396,74.06808,0.0,1,1,0,0,0,49,96
0.3297523548,74.06808,0.1919668994,0,1,0,0,0,9,247
0.3297523548,74.06808,0.38403275081,0,0,0,0,1,1,54
0.5246554868,85.76304,0.0,0,0,1,0,0,14,19
0.2098424076,84.78846,0.29537174985,0,0,0,0,1,4,70
0.5696711848,76.01724,0.13289254943,0,0,1,0,0,31,50
0.2548581056,53.6019,0.08866100096,0,0,1,0,0,1,12
0.6745429208,30.21198,0.16247920042,0,0,0,1,0,82,232
0.2248806188,49.70358,0.13289254943,0,0,0,0,1,6,159
0.7045204076,56.52564,0.35444609982,0,0,0,1,0,62,225
0.539693698,62.37312,0.08866100096,0,0,1,0,0,50,254
0.6596036452,72.11892,0.25104124937,0,1,0,0,0,25,139
0.5846104604,86.73762,0.28062790036,1,0,0,1,0,5,11
0.3897073284,60.42396,0.25104124937,0,0,1,0,0,1,3
0.6596036452,76.99182,0.10340485045,1,0,0,1,0,13,44
0.4196848152,42.88152,0.1919668994,1,0,1,0,0,52,94
0.4647005132,91.61052,0.29537174985,0,1,0,0,0,1,9
0.5097162112,71.14434,0.13289254943,1,0,1,0,0,11,34
0.1798649208,62.37312,0.28062790036,0,0,1,0,0,2,2
0.644565434,36.05946,0.25104124937,0,0,0,1,0,37,97
0.2248806188,67.24602,0.08866100096,0,0,0,0,1,6,460
0.4647005132,46.77984,0.38403275081,0,1,0,0,0,57,439
0.4347230264,91.61052,0.13289254943,0,0,1,0,0,3,4
0.2697973812,59.44938,0.29537174985,0,0,0,0,1,1,36
0.5846104604,86.73762,0.0,0,0,0,1,0,21,445
0.3297523548,20.46618,0.13289254943,0,0,1,0,0,7,56
0.689581132,25.33908,0.13289254943,0,0,0,1,0,64,261
0.494678,80.89014,0.22155355039,1,0,1,0,0,4,15
0.5996486716,80.89014,0.10340485045,0,1,0,0,0,25,128
0.6596036452,76.99182,0.0,0,0,0,1,0,1,7
0.6745429208,60.42396,0.16247920042,0,0,0,1,0,40,171
0.7045204076,72.11892,0.25104124937,0,1,0,0,0,57,434
0.4047455396,41.90694,0.25104124937,0,0,0,0,1,14,418
0.644565434,59.44938,0.51692530024,0,0,0,1,0,37,169
0.449662302,61.39854,0.1919668994,0,1,0,0,0,21,189
0.6145879472,67.24602,0.08866100096,1,0,0,1,0,1,6
0.4796397888,91.61052,0.08866100096,1,0,1,0,0,6,8
0.539693698,80.89014,0.22155355039,0,0,1,0,0,36,211
0.494678,61.39854,0.25104124937,1,1,0,0,0,114,251
0.494678,91.61052,0.10340485045,1,0,1,0,0,19,51
0.6745429208,38.9832,0.0,1,0,0,1,0,162,292
0.4196848152,91.61052,0.32495840084,1,0,1,0,0,2,8
0.6596036452,49.70358,0.22155355039,0,0,1,0,0,51,126
0.6596036452,49.70358,0.22155355039,0,0,0,1,0,32,65
0.494678,97.458,0.10340485045,1,0,1,0,0,5,44
0.299774868,35.08488,0.29537174985,0,0,1,0,0,25,143
0.3148130792,59.44938,0.22155355039,0,1,0,0,0,13,132
0.6596036452,26.31366,0.22155355039,0,0,0,1,0,148,577
0.4647005132,22.41534,0.0,0,0,1,0,0,92,168
0.5846104604,76.01724,0.13289254943,1,0,0,1,0,13,46
0.5097162112,91.61052,0.38403275081,0,1,0,0,0,19,72
0.4196848152,75.04266,0.44310710078,0,1,0,0,0,16,304
0.689581132,64.32228,0.10340485045,0,0,0,1,0,71,312
0.449662302,97.458,0.28062790036,0,0,0,0,1,18,288
0.4047455396,36.05946,0.28062790036,1,0,0,0,1,90,242
0.494678,53.6019,0.32495840084,0,1,0,0,0,24,110
0.494678,46.77984,0.10340485045,0,0,0,1,0,69,158
0.839468566,40.93236,0.1919668994,0,0,0,1,0,160,272
0.6145879472,67.24602,0.10340485045,1,1,0,0,0,79,168
0.5097162112,32.16114,0.13289254943,0,0,1,0,0,47,172
0.2548581056,73.0935,0.08866100096,0,0,0,0,1,1,7
0.7644753812,47.75442,0.35444609982,0,0,0,1,0,81,479
0.5097162112,91.61052,0.1919668994,0,0,1,0,0,3,9
0.6745429208,56.52564,0.16247920042,1,0,0,1,0,148,191
0.299774868,78.94098,0.0,0,0,0,0,1,1,27
0.6745429208,68.2206,0.08866100096,1,0,0,1,0,124,279
0.7045204076,47.75442,0.29537174985,0,0,0,1,0,85,467
0.7344978944,47.75442,0.29537174985,1,0,0,1,0,201,273
0.4047455396,84.78846,0.1919668994,0,0,1,0,0,2,26
0.5246554868,76.01724,0.13289254943,0,0,1,0,0,10,46
0.4047455396,41.90694,0.28062790036,0,0,0,0,1,17,189
0.344790566,38.9832,0.1919668994,0,0,0,0,1,18,382
0.644565434,36.05946,0.1919668994,0,0,0,1,0,133,427
0.689581132,26.31366,0.1919668994,0,0,0,1,0,58,242
0.2098424076,49.70358,0.13289254943,0,0,0,0,1,6,47
0.6596036452,76.99182,0.08866100096,0,0,0,1,0,2,5
0.4796397888,85.76304,0.13289254943,1,0,1,0,0,19,65
0.3148130792,73.0935,0.08866100096,1,1,0,0,0,37,135
0.6296261584,59.44938,0.29537174985,0,0,0,1,0,34,118
0.5246554868,85.76304,0.10340485045,0,0,1,0,0,6,122
0.344790566,60.42396,0.22155355039,0,0,1,0,0,9,50
0.689581132,72.11892,0.1919668994,0,0,0,1,0,17,98
0.5996486716,80.89014,0.0,0,0,0,1,0,1,10
0.344790566,90.63594,0.1919668994,0,0,0,0,1,1,9
0.5097162112,25.33908,0.44310710078,0,0,0,0,1,31,278
0.5996486716,58.4748,0.13289254943,1,0,1,0,0,75,157
0.449662302,79.91556,0.1919668994,0,0,1,0,0,6,109
0.5996486716,16.56786,0.1919668994,0,0,1,0,0,124,635
0.7344978944,57.50022,0.32495840084,0,0,0,1,0,54,142
0.4047455396,60.42396,0.41352044979,0,0,0,0,1,10,127
0.689581132,68.2206,0.16247920042,0,0,0,1,0,48,111
0.449662302,79.91556,0.13289254943,1,0,1,0,0,22,72
0.644565434,68.2206,0.1919668994,0,1,0,0,0,40,242
0.4347230264,97.458,0.08866100096,0,0,1,0,0,5,5
0.3897073284,69.19518,0.0,1,0,0,0,1,11,162
0.4347230264,52.62732,0.22155355039,0,0,1,0,0,27,212
0.7644753812,38.00862,0.22155355039,1,0,0,1,0,209,280
0.6145879472,47.75442,0.0,1,0,1,0,0,129,231
0.5246554868,91.61052,0.10340485045,0,0,0,1,0,2,6
0.194903132,63.3477,0.41352044979,0,0,0,0,1,4,98
0.4196848152,60.42396,0.16247920042,1,0,0,0,1,68,119
0.4347230264,52.62732,0.35444609982,0,0,1,0,0,20,117
0.6596036452,46.77984,0.28062790036,1,0,0,1,0,122,255
0.4047455396,52.62732,0.1919668994,1,0,1,0,0,14,82
0.449662302,35.08488,0.1919668994,0,0,0,0,1,27,153
0.7344978944,29.2374,0.28062790036,0,0,0,1,0,47,102
0.6296261584,67.24602,0.10340485045,0,0,0,1,0,13,106
0.7495361056,27.28824,0.10340485045,0,0,0,1,0,112,221
0.644565434,56.52564,0.16247920042,0,0,0,1,0,62,239
0.4047455396,74.06808,0.08866100096,0,0,1,0,0,1,17
0.6596036452,86.73762,0.1919668994,0,0,0,1,0,2,5
0.5097162112,66.27144,0.54641299922,0,0,1,0,0,13,62
0.689581132,41.90694,0.41352044979,1,1,0,0,0,158,291
0.4047455396,79.91556,0.32495840084,0,0,0,0,1,7,245
0.3297523548,55.55106,0.13289254943,1,0,0,0,1,3,15
0.539693698,62.37312,0.0,1,0,0,1,0,149,289
0.7344978944,50.67816,0.25104124937,0,0,0,1,0,63,281
0.449662302,32.16114,0.16247920042,0,0,1,0,0,144,145
0.5696711848,86.73762,0.0,0,1,0,0,0,19,220
0.8094910792,28.26282,0.1919668994,0,0,0,1,0,80,207
0.3297523548,73.0935,0.0,1,1,0,0,0,14,59
0.4647005132,57.50022,0.32495840084,0,0,0,0,1,9,132
0.2548581056,84.78846,0.10340485045,0,0,0,0,1,9,148
0.6296261584,67.24602,0.16247920042,0,0,0,1,0,7,8
0.7344978944,41.90694,0.29537174985,0,0,0,1,0,70,330
0.2098424076,36.05946,0.16247920042,0,0,0,0,1,10,64
0.449662302,91.61052,0.22155355039,1,0,1,0,0,28,111
0.4047455396,60.42396,0.1919668994,0,1,0,0,0,17,387
0.6296261584,80.89014,0.1919668994,0,0,0,1,0,49,137
0.4796397888,57.50022,0.25104124937,0,0,1,0,0,12,36
0.3297523548,90.63594,0.08866100096,0,0,1,0,0,1,3
0.7195586188,64.32228,0.28062790036,1,0,0,1,0,105,166
0.3148130792,68.2206,0.0,1,1,0,0,0,5,82
0.5097162112,66.27144,0.28062790036,1,0,0,1,0,3,12
0.2398198944,54.57648,0.28062790036,0,0,0,0,1,11,135
0.2398198944,68.2206,0.28062790036,0,0,0,0,1,6,82
0.2398198944,84.78846,0.10340485045,0,0,0,0,1,1,15
0.1798649208,90.63594,0.10340485045,1,0,0,0,1,1,16
0.2098424076,37.03404,0.29537174985,0,0,0,0,1,6,56
0.7195586188,35.08488,0.16247920042,0,0,0,1,0,55,139
0.6145879472,39.95778,0.25104124937,1,0,0,1,0,200,313
0.2848355924,63.3477,0.10340485045,0,0,0,0,1,9,89
0.6745429208,60.42396,0.1919668994,1,0,0,1,0,69,177
0.1199099472,52.62732,0.13289254943,0,0,0,0,1,1,2
0.194903132,73.0935,0.32495840084,1,0,1,0,0,16,108
